Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
2007-11-06,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,69,47,15,100,24,1,78,0,4,26,68.0,16,33,Routine Antenatal / Minor Infection / General Checkup,9.3,34.6,25.0,37.4,6.2,2.9,1.2,76,Clear / Pleasant,27.6
2007-11-06,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,16,2,3,10,7,2,37,1,1,37,56.6,3,5,Routine Antenatal / Minor Infection / General Checkup,2.6,47.5,15.5,15.2,9.9,5.9,2.9,68,Clear / Pleasant,29.0
2007-11-07,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,107,35,15,100,40,1,46,0,4,23,45.7,14,33,Routine Antenatal / Minor Infection / General Checkup,8.6,43.7,17.9,25.8,32.8,16.6,2.5,113,Clear / Pleasant,21.3
2007-11-07,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,88,200,3,10,32,23,1284,17,0,428,95.0,1,2,Severe Heatstroke / Thresher Accidents,1.0,53.5,22.0,26.6,32.4,24.0,4.9,178,Extreme Heatwave (Harvesting),47.6
2007-11-08,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,50,12,15,100,14,2,5,1,4,5,53.6,18,31,Routine Antenatal / Minor Infection / General Checkup,13.1,30.0,18.3,37.3,9.1,5.5,3.5,120,Clear / Pleasant,29.3
2007-11-08,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,72,122,3,10,35,19,232,18,0,232,99.1,1,3,Severe Heatstroke / Thresher Accidents,1.9,39.8,28.9,16.5,31.0,23.1,4.2,166,Extreme Heatwave (Harvesting),45.9
2007-11-09,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,123,17,15,100,30,0,50,0,3,25,48.4,10,31,Routine Antenatal / Minor Infection / General Checkup,8.4,30.6,29.1,18.6,8.3,4.4,17.1,120,Clear / Pleasant,22.2
2007-11-09,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,29,3,3,10,6,2,18,1,1,6,64.4,1,5,Routine Antenatal / Minor Infection / General Checkup,0.8,39.4,20.7,28.2,5.8,3.0,3.3,135,Clear / Pleasant,21.0
2007-11-10,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,63,34,15,100,29,2,105,1,2,35,42.5,15,33,Routine Antenatal / Minor Infection / General Checkup,5.6,58.8,34.6,27.9,24.9,12.0,3.8,99,Clear / Pleasant,20.6
2007-11-10,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,20,40,3,10,8,0,81,0,0,27,56.0,1,4,Routine Antenatal / Minor Infection / General Checkup,0.6,49.9,15.3,35.8,4.9,4.6,3.7,150,Clear / Pleasant,25.4
2007-11-11,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,235,84,15,100,73,27,100,21,1,50,73.6,14,41,Viral Fever,5.0,47.2,24.4,21.2,7.3,4.7,4.0,185,Light Rain,36.6
2007-11-11,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,30,27,3,10,10,2,64,1,0,32,56.0,2,6,Routine Antenatal / Minor Infection / General Checkup,3.6,56.6,25.0,31.1,7.2,2.7,19.3,55,Clear / Pleasant,30.3
2007-11-12,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,140,37,15,100,43,1,12,0,2,6,34.4,16,30,Routine Antenatal / Minor Infection / General Checkup,10.3,53.5,25.3,25.6,4.3,3.1,3.5,54,Clear / Pleasant,22.5
2007-11-12,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,23,1,3,10,5,2,76,1,1,38,48.2,2,6,Routine Antenatal / Minor Infection / General Checkup,3.6,53.6,25.6,33.9,8.0,2.4,2.3,115,Clear / Pleasant,27.8
2007-11-13,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,111,12,15,100,32,0,96,0,2,32,64.0,14,41,Routine Antenatal / Minor Infection / General Checkup,10.0,56.5,25.2,16.9,22.2,23.0,4.2,67,Clear / Pleasant,26.1
2007-11-13,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,92,126,3,10,45,20,538,18,0,269,95.8,1,2,Severe Heatstroke / Thresher Accidents,0.8,56.1,25.7,33.4,33.2,10.5,3.4,259,Extreme Heatwave (Harvesting),46.3
2007-11-14,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,74,27,15,100,24,0,20,0,4,10,65.2,19,37,Routine Antenatal / Minor Infection / General Checkup,8.3,32.4,31.5,25.1,8.0,5.8,17.4,69,Clear / Pleasant,30.5
2007-11-14,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,16,5,3,10,3,0,66,0,1,22,40.6,3,6,Routine Antenatal / Minor Infection / General Checkup,3.2,39.9,21.3,32.7,8.5,4.5,3.3,78,Clear / Pleasant,25.8
2007-11-15,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,85,17,15,100,26,1,24,0,2,8,44.0,16,26,Routine Antenatal / Minor Infection / General Checkup,5.1,58.8,16.3,18.5,9.5,6.3,1.6,113,Clear / Pleasant,22.4
2007-11-15,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,43,66,3,10,15,5,100,4,1,100,85.7,3,3,Gastroenteritis,2.4,51.8,25.0,33.6,18.3,12.9,1.0,162,Light Rain,18.4
2007-11-16,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,210,82,15,100,46,21,55,20,4,55,71.6,17,34,Pesticide Exposure (Mild),8.5,53.6,17.7,26.1,2.4,2.1,2.8,328,Warm/Humid,27.3
2007-11-16,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,58,85,3,10,15,10,200,7,0,100,93.4,3,8,Pesticide Exposure (Mild),0.2,55.7,33.5,35.5,5.9,2.8,2.8,314,Dust Storm,34.3
2007-11-17,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,175,52,15,100,61,25,60,19,3,60,83.9,17,31,Minor Farm Trauma,11.7,55.0,19.2,32.2,6.0,2.1,4.3,305,Light Rain,23.9
2007-11-17,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,21,18,3,10,10,0,19,0,0,19,51.4,3,8,Routine Antenatal / Minor Infection / General Checkup,1.2,45.5,22.4,15.1,25.2,17.9,3.0,67,Clear / Pleasant,29.8
2007-11-18,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,297,124,15,100,144,95,384,59,3,384,95.4,8,30,Severe Heatstroke / Thresher Accidents,2.4,34.1,19.1,24.9,17.3,19.2,2.0,291,Extreme Heatwave (Harvesting),41.1
2007-11-18,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,58,67,3,10,19,12,327,11,1,109,82.2,1,6,Minor Farm Trauma,2.1,34.0,24.2,19.4,32.8,11.9,3.5,210,Dry Cold,14.6
2007-11-19,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,239,97,15,100,80,43,147,26,2,49,85.9,16,46,Minor Farm Trauma,5.0,42.0,26.8,30.4,6.3,6.9,1.4,247,Light Rain,27.6
2007-11-19,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,12,25,3,10,3,0,48,0,0,24,35.8,3,8,Routine Antenatal / Minor Infection / General Checkup,3.4,46.4,24.0,37.9,37.1,17.7,3.6,135,Clear / Pleasant,24.7
2007-11-20,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,82,44,15,100,18,1,29,0,1,29,53.3,12,33,Routine Antenatal / Minor Infection / General Checkup,12.8,39.5,34.2,16.0,38.3,10.7,4.7,127,Clear / Pleasant,23.7
2007-11-20,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,37,84,3,10,8,3,303,2,0,101,85.4,1,6,Gastroenteritis,2.0,50.7,22.2,21.2,8.4,4.1,13.6,345,Warm/Humid,23.1
2007-11-21,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,91,45,15,100,27,2,45,1,2,15,30.4,16,48,Routine Antenatal / Minor Infection / General Checkup,12.7,51.5,15.8,26.6,39.4,21.7,1.4,71,Clear / Pleasant,29.6
2007-11-21,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,43,58,3,10,20,7,170,5,0,85,72.0,2,4,Pesticide Exposure (Mild),4.4,48.4,20.1,16.8,3.3,7.8,4.5,234,Light Rain,22.6
2007-11-22,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,126,38,15,100,43,2,26,1,2,13,42.0,20,42,Routine Antenatal / Minor Infection / General Checkup,11.2,55.9,16.1,37.1,9.3,5.0,4.7,115,Clear / Pleasant,23.3
2007-11-22,Small Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,92,143,3,10,33,14,530,9,0,265,97.5,1,8,Severe COPD / Asthma (Stubble Smoke),4.9,43.5,31.9,23.0,39.0,23.5,4.7,954,Heavy Smog / Post-Harvest Burning,21.8
2007-11-23,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,90,6,15,100,18,1,99,0,3,33,46.7,12,40,Routine Antenatal / Minor Infection / General Checkup,14.7,49.5,33.9,29.2,5.8,2.3,15.7,67,Clear / Pleasant,30.6
2007-11-23,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,48,80,3,10,9,5,112,4,0,112,89.7,1,6,Minor Farm Trauma,0.6,32.1,26.2,18.6,31.5,23.1,3.3,204,Dust Storm,37.7
2007-11-24,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,161,61,15,100,66,33,210,24,1,70,74.0,20,41,Pesticide Exposure (Mild),8.8,40.0,33.9,31.0,2.0,3.1,3.7,331,Warm/Humid,29.6
2007-11-24,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,23,1,3,10,10,1,14,0,0,7,68.0,1,4,Routine Antenatal / Minor Infection / General Checkup,4.0,33.3,22.9,18.3,3.0,4.7,3.7,53,Clear / Pleasant,28.6
2007-11-25,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,141,39,15,100,38,0,105,0,2,35,63.0,20,50,Routine Antenatal / Minor Infection / General Checkup,3.2,35.9,27.1,35.5,27.5,11.5,4.8,143,Clear / Pleasant,26.9
2007-11-25,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,46,84,3,10,22,14,183,10,1,61,93.6,1,4,Minor Farm Trauma,3.2,53.0,24.1,29.1,7.4,7.9,5.0,220,Light Rain,37.1
2007-11-26,Big Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,312,156,15,100,87,47,648,45,3,324,96.7,8,27,Severe Heatstroke / Thresher Accidents,12.3,50.8,15.0,32.4,28.9,21.1,3.0,183,Extreme Heatwave (Harvesting),40.5
2007-11-26,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,49,72,3,10,14,6,71,5,0,71,76.3,3,8,Minor Farm Trauma,3.8,51.7,19.8,18.4,6.0,2.3,4.5,215,Warm/Humid,21.7
2007-11-27,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,80,18,15,100,31,0,38,0,3,38,40.0,16,39,Routine Antenatal / Minor Infection / General Checkup,8.5,36.2,27.3,27.5,8.5,2.5,2.8,67,Clear / Pleasant,21.6
2007-11-27,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,36,79,3,10,17,6,220,3,0,110,83.0,2,8,Viral Fever,3.8,30.7,25.3,22.4,3.1,7.8,14.7,176,Light Rain,27.9
2007-11-28,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,94,25,15,100,23,1,45,0,1,15,63.5,10,46,Routine Antenatal / Minor Infection / General Checkup,6.8,44.1,27.2,26.0,24.4,22.7,2.4,139,Clear / Pleasant,28.5
2007-11-28,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,34,26,3,10,10,2,111,1,0,37,53.3,2,5,Routine Antenatal / Minor Infection / General Checkup,0.5,49.2,17.4,32.9,7.6,4.0,13.0,95,Clear / Pleasant,28.8
2007-11-29,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,188,61,15,100,47,18,51,14,4,51,83.4,12,31,Pesticide Exposure (Mild),9.0,47.8,32.6,27.6,35.3,13.4,2.7,289,Dust Storm,40.8
2007-11-29,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,34,47,3,10,8,0,14,0,1,14,49.4,2,6,Routine Antenatal / Minor Infection / General Checkup,3.9,49.4,34.3,32.8,6.0,3.4,1.4,131,Clear / Pleasant,22.1
2007-11-30,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,133,40,15,100,61,0,14,0,1,14,62.9,11,26,Routine Antenatal / Minor Infection / General Checkup,5.3,52.6,20.5,38.1,3.0,4.7,18.7,131,Clear / Pleasant,22.4
2007-11-30,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,10,46,3,10,2,2,26,1,0,13,58.2,2,6,Routine Antenatal / Minor Infection / General Checkup,3.8,41.1,21.9,28.3,6.0,2.7,8.3,93,Clear / Pleasant,21.7
2007-12-01,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,136,3,15,100,31,0,27,0,3,9,59.1,14,41,Routine Antenatal / Minor Infection / General Checkup,12.4,38.2,17.9,37.3,5.7,6.0,1.6,67,Clear / Pleasant,21.4
2007-12-01,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,26,42,3,10,10,1,14,0,0,7,31.8,3,5,Routine Antenatal / Minor Infection / General Checkup,2.6,31.9,23.8,21.6,4.5,2.3,17.2,113,Clear / Pleasant,30.7
2007-12-02,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,85,1,15,100,42,2,38,1,4,19,35.7,18,31,Routine Antenatal / Minor Infection / General Checkup,5.2,56.2,24.3,27.9,7.2,5.6,2.0,71,Clear / Pleasant,24.8
2007-12-02,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,14,5,3,10,5,2,54,1,0,27,68.8,3,5,Routine Antenatal / Minor Infection / General Checkup,1.8,45.2,22.2,39.6,25.3,20.2,1.3,75,Clear / Pleasant,31.9
2007-12-03,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,75,50,15,100,18,1,66,0,2,22,68.8,14,34,Routine Antenatal / Minor Infection / General Checkup,5.3,31.5,19.6,32.5,4.7,3.9,11.4,107,Clear / Pleasant,24.3
2007-12-03,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,13,35,3,10,6,2,31,1,0,31,60.3,1,4,Routine Antenatal / Minor Infection / General Checkup,0.7,44.9,24.6,38.5,15.2,21.4,1.1,99,Clear / Pleasant,28.2
2007-12-04,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,70,4,15,100,22,0,18,0,4,18,50.4,14,49,Routine Antenatal / Minor Infection / General Checkup,10.5,46.8,33.6,29.7,31.0,24.3,3.1,104,Clear / Pleasant,28.0
2007-12-04,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,34,5,3,10,11,2,20,1,0,10,60.3,3,4,Routine Antenatal / Minor Infection / General Checkup,2.5,37.3,15.8,18.2,3.0,8.0,1.3,72,Clear / Pleasant,23.5
2007-12-05,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,51,49,15,100,21,1,16,0,3,8,41.5,19,31,Routine Antenatal / Minor Infection / General Checkup,6.4,30.7,22.4,30.9,21.9,17.4,4.2,121,Clear / Pleasant,32.0
2007-12-05,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,24,18,3,10,6,1,78,0,0,26,46.4,2,6,Routine Antenatal / Minor Infection / General Checkup,0.4,52.3,22.2,16.8,7.1,6.0,19.6,88,Clear / Pleasant,20.6
2007-12-06,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,77,2,15,100,20,0,45,0,4,15,45.9,12,48,Routine Antenatal / Minor Infection / General Checkup,11.5,43.9,15.1,26.9,9.7,4.1,4.4,86,Clear / Pleasant,31.6
2007-12-06,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,29,10,3,10,13,2,108,1,0,36,35.3,1,3,Routine Antenatal / Minor Infection / General Checkup,1.3,37.0,30.1,22.2,31.7,16.9,1.2,114,Clear / Pleasant,26.6
2007-12-07,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,116,48,15,100,37,2,32,1,4,16,58.3,20,30,Routine Antenatal / Minor Infection / General Checkup,4.1,30.2,19.8,28.2,8.9,4.3,8.4,138,Clear / Pleasant,24.1
2007-12-07,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,58,78,3,10,19,8,174,5,1,87,82.7,3,7,Pesticide Exposure (Mild),2.2,40.9,24.7,30.3,23.9,14.8,1.5,247,Dust Storm,11.6
2007-12-08,Big Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,403,191,15,100,150,107,1104,106,6,368,95.1,9,17,Snakebite / Waterborne (Cholera/Typhoid),2.5,53.9,31.6,20.2,7.2,7.5,17.8,83,Heavy Monsoon / Flooded Fields,35.0
2007-12-08,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,52,87,3,10,14,5,69,3,1,69,74.7,1,7,Viral Fever,3.6,58.8,24.0,16.5,8.0,3.7,3.8,168,Warm/Humid,18.3
2007-12-09,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,98,29,15,100,29,0,50,0,1,25,57.3,13,36,Routine Antenatal / Minor Infection / General Checkup,13.5,55.9,31.2,28.4,29.6,11.7,1.8,53,Clear / Pleasant,20.3
2007-12-09,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,29,48,3,10,10,0,32,0,1,16,52.8,1,7,Routine Antenatal / Minor Infection / General Checkup,4.5,49.8,19.1,34.7,23.3,14.8,1.1,121,Clear / Pleasant,31.9
2007-12-10,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,170,74,15,100,35,12,222,9,2,74,91.1,18,48,Viral Fever,9.2,52.3,21.5,39.2,8.2,6.7,1.9,198,Dust Storm,10.6
2007-12-10,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,20,2,3,10,4,0,24,0,1,8,51.7,2,4,Routine Antenatal / Minor Infection / General Checkup,1.9,56.9,24.5,21.9,24.3,18.9,4.7,87,Clear / Pleasant,26.8
2007-12-11,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,55,4,15,100,26,1,99,0,3,33,41.3,17,39,Routine Antenatal / Minor Infection / General Checkup,2.4,51.9,15.4,22.3,18.6,22.3,3.8,143,Clear / Pleasant,24.1
2007-12-11,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,23,43,3,10,8,2,38,1,0,19,66.8,1,7,Routine Antenatal / Minor Infection / General Checkup,2.1,56.1,20.9,17.0,6.8,6.5,1.2,89,Clear / Pleasant,30.6
2007-12-12,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,76,40,15,100,15,2,34,1,3,34,62.5,13,41,Routine Antenatal / Minor Infection / General Checkup,10.8,36.0,27.7,31.6,3.2,7.5,16.1,144,Clear / Pleasant,27.3
2007-12-12,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,41,59,3,10,18,7,112,5,1,56,81.7,3,8,Minor Farm Trauma,3.9,32.1,19.6,16.5,26.2,12.9,3.0,278,Dust Storm,13.9
2007-12-13,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,203,93,15,100,78,38,212,29,3,106,80.0,19,28,Viral Fever,7.9,55.7,21.1,37.5,34.2,24.6,1.3,213,Light Rain,24.4
2007-12-13,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,14,30,3,10,5,2,54,1,0,27,52.7,3,6,Routine Antenatal / Minor Infection / General Checkup,1.3,42.0,34.6,17.4,3.2,2.0,4.7,98,Clear / Pleasant,29.8
2007-12-14,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,248,78,15,100,53,28,74,22,4,74,72.1,16,26,Viral Fever,6.7,47.5,20.4,18.7,31.3,15.2,3.7,329,Dust Storm,34.3
2007-12-14,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,38,68,3,10,16,6,96,5,0,96,85.0,1,8,Minor Farm Trauma,0.7,57.2,19.3,25.9,4.5,2.1,3.0,251,Dust Storm,31.5
2007-12-15,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,108,25,15,100,29,1,16,0,2,16,65.7,17,43,Routine Antenatal / Minor Infection / General Checkup,8.8,44.6,28.8,34.9,28.3,22.7,4.2,117,Clear / Pleasant,25.0
2007-12-15,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,55,56,3,10,25,10,107,7,1,107,75.8,3,6,Minor Farm Trauma,0.1,41.1,24.9,27.3,25.8,21.4,3.9,212,Warm/Humid,33.0
2007-12-16,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,249,86,15,100,114,48,98,46,4,49,75.3,16,31,Minor Farm Trauma,5.9,55.1,25.8,36.7,9.8,7.8,3.6,235,Light Rain,35.3
2007-12-16,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,32,50,3,10,14,0,36,0,0,12,44.7,3,6,Routine Antenatal / Minor Infection / General Checkup,3.6,38.8,25.7,24.2,9.0,3.5,4.1,55,Clear / Pleasant,26.2
2007-12-17,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,148,31,15,100,70,1,108,0,2,36,47.4,12,42,Routine Antenatal / Minor Infection / General Checkup,4.1,39.3,30.0,33.1,3.2,3.5,14.6,146,Clear / Pleasant,27.9
2007-12-17,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,39,80,3,10,9,4,159,2,1,53,84.6,1,5,Minor Farm Trauma,2.2,56.8,34.5,18.0,7.4,4.9,14.0,339,Light Rain,25.5
2007-12-18,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,61,3,15,100,12,0,52,0,1,26,42.2,15,27,Routine Antenatal / Minor Infection / General Checkup,12.0,37.0,25.8,24.9,6.7,5.7,3.8,128,Clear / Pleasant,23.6
2007-12-18,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,36,66,3,10,12,5,291,4,1,97,81.7,1,4,Minor Farm Trauma,0.4,30.1,33.5,27.7,5.7,2.3,2.7,202,Dry Cold,10.2
2007-12-19,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,72,0,15,100,30,1,44,0,1,22,49.9,14,43,Routine Antenatal / Minor Infection / General Checkup,4.2,52.0,24.9,25.9,34.9,14.3,2.7,137,Clear / Pleasant,29.3
2007-12-19,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,23,9,3,10,7,1,26,0,0,26,47.3,1,6,Routine Antenatal / Minor Infection / General Checkup,3.7,51.9,29.2,29.0,21.1,18.8,1.2,135,Clear / Pleasant,29.6
2007-12-20,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,146,47,15,100,62,0,60,0,4,30,39.9,18,27,Routine Antenatal / Minor Infection / General Checkup,2.8,31.8,17.7,37.7,5.4,5.8,4.9,98,Clear / Pleasant,25.2
2007-12-20,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,39,67,3,10,19,5,55,4,1,55,75.4,2,3,Minor Farm Trauma,1.3,33.0,18.5,27.5,2.9,3.1,17.7,347,Dust Storm,41.6
2007-12-21,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,145,11,15,100,65,2,30,1,1,30,54.8,17,47,Routine Antenatal / Minor Infection / General Checkup,14.2,49.7,26.7,23.3,2.9,6.9,2.0,63,Clear / Pleasant,25.6
2007-12-21,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,17,7,3,10,7,2,38,1,0,19,64.9,3,6,Routine Antenatal / Minor Infection / General Checkup,0.0,56.9,20.1,34.5,7.7,5.6,10.4,140,Clear / Pleasant,30.1
2007-12-22,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,142,46,15,100,50,1,18,0,3,18,55.3,13,44,Routine Antenatal / Minor Infection / General Checkup,6.9,45.2,19.0,24.6,27.0,18.7,3.9,85,Clear / Pleasant,26.0
2007-12-22,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,47,92,3,10,20,8,255,4,0,85,83.1,3,4,Gastroenteritis,0.6,48.2,19.4,18.4,9.3,6.9,2.9,274,Warm/Humid,10.6
2007-12-23,Big Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,368,177,15,100,94,72,580,65,4,290,98.9,11,44,Severe Heatstroke / Thresher Accidents,14.7,55.6,26.4,20.9,16.7,21.3,2.2,205,Extreme Heatwave (Harvesting),46.0
2007-12-23,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,17,38,3,10,5,2,16,1,0,16,47.0,3,6,Routine Antenatal / Minor Infection / General Checkup,2.1,54.8,20.5,17.8,4.9,3.9,1.9,92,Clear / Pleasant,25.5
2007-12-24,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,120,45,15,100,25,2,102,1,4,34,39.4,15,33,Routine Antenatal / Minor Infection / General Checkup,12.1,40.3,17.1,33.0,7.0,4.0,10.1,146,Clear / Pleasant,30.5
2007-12-24,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,19,14,3,10,3,0,99,0,0,33,31.5,2,4,Routine Antenatal / Minor Infection / General Checkup,3.1,40.9,15.9,40.0,7.5,5.9,1.9,126,Clear / Pleasant,20.4
2007-12-25,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,169,85,15,100,68,41,306,30,3,102,85.1,20,41,Viral Fever,7.6,58.4,29.3,39.3,2.0,2.2,19.1,322,Light Rain,39.7
2007-12-25,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,56,77,3,10,26,15,226,13,0,113,84.7,2,5,Minor Farm Trauma,2.4,35.3,22.2,31.1,31.5,14.9,2.8,152,Warm/Humid,26.0
2007-12-26,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,400,176,15,100,158,108,1191,77,6,397,96.8,9,25,Severe Heatstroke / Thresher Accidents,14.5,32.7,26.9,15.5,28.0,15.0,4.4,173,Extreme Heatwave (Harvesting),44.0
2007-12-26,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,53,97,3,10,13,6,150,4,1,75,73.8,1,3,Viral Fever,3.9,55.4,22.9,21.1,3.2,7.3,1.7,258,Light Rain,36.1
2007-12-27,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,108,33,15,100,26,0,21,0,2,7,65.1,11,43,Routine Antenatal / Minor Infection / General Checkup,4.3,32.9,27.9,28.8,33.2,15.2,4.9,73,Clear / Pleasant,30.8
